job_id,post_date,industry,company,company_size,work_type,experience_level,education_required,salary_midpoint,skills_required,is_tech_role,education_background,min_GPA_requirement,job_title,year
J0010635,2020-01-15,Consulting,Pinnacle Group,Startup (1-50),Remote,Entry (0-2 yrs),Master's,72000,Incident Response|Network Security|Penetration Testing|SIEM|Compliance,0,Informatics Engineering|Statistics|Mathematics,3.29,Cybersecurity Analyst,2020
J0010636,2021-12-28,Retail,Vertex Solutions,Startup (1-50),Hybrid,Entry (0-2 yrs),Master's,115000,REST APIs|Docker|Git|Python|Kubernetes|AWS,0,Informatics Engineering|Computer Science|Information Systems,3.77,Software Engineer,2021
J0010637,2024-11-10,Logistics,Nova Labs,Startup (1-50),Hybrid,Senior (6-9 yrs),Associate,112000,ERP|Data Analysis|Six Sigma|Lean|Process Improvement|Supply Chain,0,Management|Law|Psychology,3.36,Operations Manager,2024
J0010638,2022-04-24,Logistics,Pinnacle Corp,Mid-size (201-1000),Remote,Mid (3-5 yrs),Associate,62000,Employment Law|Compensation|Talent Acquisition|Performance Management|HRIS,0,Law,3.6,HR Manager,2022
J0010639,2020-04-11,Retail,Vanguard Ventures,Mid-size (201-1000),On-site,Mid (3-5 yrs),Associate,85000,Excel|SQL|Tableau|Agile,0,Mathematics|Informatics Engineering|Statistics,3.6,Business Analyst,2020
J0010640,2024-01-23,Government,Vertex AI,Mid-size (201-1000),Hybrid,Lead (10-15 yrs),Bachelor's,330000,Terraform|Linux|CI/CD|Python|Kubernetes,0,Information Systems|Informatics Engineering,3.21,DevOps Engineer,2024
J0010641,2020-07-19,Manufacturing,Summit Systems,Small (51-200),On-site,Senior (6-9 yrs),Bachelor's,253000,GCP|Security|Kubernetes|Terraform|Azure|AWS,0,Information Systems,3.46,Cloud Architect,2020
J0010642,2022-05-16,Education,Catalyst Group,Mid-size (201-1000),Hybrid,Mid (3-5 yrs),Bachelor's,98000,SEO|Content Strategy|Google Ads|CRM|Digital Marketing,0,Psychology,3.72,Marketing Manager,2022
J0010643,2022-02-20,Retail,Stellar Digital,Small (51-200),On-site,Mid (3-5 yrs),Master's,204000,Python|R|SQL|Financial Modeling,0,Statistics|Informatics Engineering,3.38,Quantitative Analyst,2022
J0010644,2022-07-19,Healthcare,Vanguard Group,Mid-size (201-1000),On-site,Senior (6-9 yrs),Bachelor's,186000,Lean|Six Sigma|Supply Chain|ERP|Data Analysis,0,Law,3.76,Operations Manager,2022
J0010645,2022-05-20,Healthcare,Catalyst Analytics,Large (1001-5000),Hybrid,Lead (10-15 yrs),Master's,220000,SIEM|Compliance|Python,0,Mathematics,3.17,Cybersecurity Analyst,2022
J0010646,2023-02-03,Logistics,Nova Technologies,Startup (1-50),On-site,Entry (0-2 yrs),PhD,101000,AWS|Linux|Docker|Terraform|Kubernetes|Python,0,Computer Science|Information Systems,3.06,DevOps Engineer,2023
J0010647,2024-11-16,Healthcare,Horizon Partners,Large (1001-5000),On-site,Lead (10-15 yrs),High School,188000,Airflow|SQL|AWS,0,Statistics,3.71,Data Engineer,2024
J0010648,2023-08-27,Manufacturing,Vertex Technologies,Mid-size (201-1000),On-site,Senior (6-9 yrs),Master's,160000,CRM|Digital Marketing|Google Ads|Analytics,0,Industrial Engineering|Mechanical Engineering|Electrical Engineering,3.68,Marketing Manager,2023
J0010649,2024-01-12,Education,Summit Solutions,Small (51-200),On-site,Mid (3-5 yrs),Bootcamp,140000,A/B Testing|SQL|Agile|Stakeholder Management,0,Law,3.79,Product Manager,2024
J0010650,2023-01-19,Tech,Vanguard Partners,Mid-size (201-1000),On-site,Senior (6-9 yrs),Associate,160000,PyTorch|MLOps|AWS,1,Informatics Engineering|Statistics,3.54,Machine Learning Engineer,2023
J0010651,2022-03-13,Government,Atlas Labs,Startup (1-50),On-site,Entry (0-2 yrs),Master's,140000,TensorFlow|Statistics|Research|Python,0,Administration,3.75,Research Scientist,2022
J0010652,2021-12-28,Healthcare,Horizon Ventures,Small (51-200),Hybrid,Mid (3-5 yrs),Bachelor's,117000,REST APIs|SQL|Java,0,Computer Science|Information Systems|Informatics Engineering,3.66,Backend Developer,2021
J0010653,2020-10-19,Media,Nexus Digital,Large (1001-5000),On-site,Lead (10-15 yrs),Bachelor's,158000,CRM|Content Strategy|Google Ads,0,Law|Management,3.68,Marketing Manager,2020
J0010654,2020-12-08,Healthcare,Stellar AI,Enterprise (5000+),On-site,Senior (6-9 yrs),Bachelor's,282000,Docker|Java|Kubernetes,0,Information Systems,3.46,Senior Software Engineer,2020
J0010655,2021-04-24,E-commerce,Catalyst Inc,Mid-size (201-1000),Remote,Senior (6-9 yrs),Bachelor's,129000,Python|Kubernetes|AWS|CI/CD|Docker,0,Information Systems|Computer Science|Informatics Engineering,3.31,DevOps Engineer,2021
J0010656,2021-05-06,Government,Apex Group,Small (51-200),Hybrid,Entry (0-2 yrs),Bachelor's,140000,Stakeholder Management|Product Strategy|Agile|A/B Testing|Roadmapping,0,Psychology|Law,3.75,Product Manager,2021
J0010657,2021-12-04,E-commerce,Horizon Technologies,Enterprise (5000+),Remote,Senior (6-9 yrs),High School,188000,Security|AWS|Kubernetes,0,Information Systems,3.35,Cloud Architect,2021
J0010658,2020-07-10,Government,Stellar Analytics,Small (51-200),On-site,Mid (3-5 yrs),Associate,138000,Python|R|C++|SQL|Risk Management|Derivatives,0,Statistics|Informatics Engineering|Mathematics,3.43,Quantitative Analyst,2020
J0010659,2024-05-08,E-commerce,Horizon Analytics,Startup (1-50),On-site,Senior (6-9 yrs),Master's,227000,Kafka|Python|Snowflake|AWS|SQL,0,Statistics|Informatics Engineering,3.36,Data Engineer,2024
J0010660,2021-02-24,Healthcare,Meridian Technologies,Large (1001-5000),Remote,Executive (15+ yrs),Master's,278000,Spark|Python|AWS|SQL|Kafka,0,Mathematics|Informatics Engineering|Statistics,3.45,Data Engineer,2021
J0010661,2023-01-02,Manufacturing,Catalyst Corp,Small (51-200),Hybrid,Entry (0-2 yrs),Bachelor's,108000,AWS|System Design|CI/CD,0,Informatics Engineering|Computer Science,3.38,Senior Software Engineer,2023
J0010662,2023-04-15,E-commerce,Vanguard Labs,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Bachelor's,271000,R|Statistics|Publications,0,Administration|Management,3.04,Research Scientist,2023
J0010663,2023-12-21,Tech,Atlas Labs,Startup (1-50),On-site,Mid (3-5 yrs),Bachelor's,119000,Six Sigma|Data Analysis|Budgeting|Process Improvement|Supply Chain|Lean,1,Psychology|Management,3.71,Operations Manager,2023
J0010664,2024-12-04,Healthcare,Synergy Digital,Small (51-200),Hybrid,Mid (3-5 yrs),PhD,282000,Derivatives|R|SQL|Python|Statistics|Financial Modeling,0,Mathematics|Informatics Engineering|Statistics,3.36,Quantitative Analyst,2024
J0010665,2023-11-14,Manufacturing,Stellar Analytics,Large (1001-5000),Hybrid,Mid (3-5 yrs),Bachelor's,178000,MLOps|Python|AWS|Docker|PyTorch|Kubernetes,0,Informatics Engineering|Mathematics,3.47,Machine Learning Engineer,2023
J0010666,2022-01-06,Media,Vanguard Inc,Small (51-200),On-site,Mid (3-5 yrs),Associate,117000,Python|SIEM|Penetration Testing|Compliance,0,Mathematics,3.11,Cybersecurity Analyst,2022
J0010667,2023-07-31,Retail,Catalyst Corp,Startup (1-50),On-site,Senior (6-9 yrs),Bachelor's,174000,Product Strategy|SQL|A/B Testing|Stakeholder Management,0,Psychology,3.0,Product Manager,2023
J0010668,2021-02-17,Consulting,Stellar Group,Small (51-200),Hybrid,Entry (0-2 yrs),Master's,93000,Spark|Tableau|Machine Learning|Python,0,Statistics|Mathematics,3.2,Data Scientist,2021
J0010669,2023-02-02,Healthcare,Synergy Technologies,Enterprise (5000+),Hybrid,Mid (3-5 yrs),Bachelor's,85000,Statistics|Data Visualization|Tableau|Excel|Power BI|Python,0,Mathematics,3.56,Data Analyst,2023
J0010670,2021-09-26,Healthcare,Meridian Analytics,Large (1001-5000),Hybrid,Mid (3-5 yrs),Bachelor's,127000,Docker|Python|Kubernetes|System Design|Java|AWS,0,Information Systems|Informatics Engineering|Computer Science,3.08,Senior Software Engineer,2021
J0010671,2020-06-30,Tech,Horizon Digital,Startup (1-50),On-site,Lead (10-15 yrs),High School,123000,Power BI|Excel|Tableau,1,Informatics Engineering|Mathematics|Statistics,3.73,Data Analyst,2020
J0010672,2023-11-30,E-commerce,Synergy Partners,Large (1001-5000),Remote,Entry (0-2 yrs),Master's,216000,Financial Modeling|C++|R|Risk Management,0,Mathematics|Statistics,3.17,Quantitative Analyst,2023
J0010673,2024-12-19,Healthcare,Pioneer Ventures,Large (1001-5000),Remote,Lead (10-15 yrs),Master's,324000,Agile|A/B Testing|Roadmapping|Product Strategy|SQL|Stakeholder Management,0,Law|Psychology,3.16,Product Manager,2024
J0010674,2023-01-31,Retail,Apex Group,Large (1001-5000),On-site,Entry (0-2 yrs),Bachelor's,162000,C++|SQL|Derivatives,0,Informatics Engineering|Mathematics|Statistics,3.15,Quantitative Analyst,2023
J0010675,2020-05-31,Logistics,Stellar Digital,Mid-size (201-1000),On-site,Mid (3-5 yrs),Bachelor's,76000,Excel|FP&A|Financial Modeling|Power BI,0,Informatics Engineering,3.01,Financial Analyst,2020
J0010676,2024-08-20,Media,Pinnacle Ventures,Large (1001-5000),On-site,Lead (10-15 yrs),High School,151000,Prototyping|Usability Testing|Adobe XD,0,Communication Science|Management|Administration,3.62,UX Designer,2024
J0010677,2024-04-21,Manufacturing,Catalyst Ventures,Mid-size (201-1000),Remote,Mid (3-5 yrs),PhD,191000,dbt|Python|AWS,0,Informatics Engineering,3.7,Data Engineer,2024
J0010678,2024-02-28,Healthcare,Catalyst Solutions,Small (51-200),Hybrid,Senior (6-9 yrs),PhD,322000,R|Financial Modeling|Statistics|Python|SQL|C++,0,Mathematics|Informatics Engineering|Statistics,3.49,Quantitative Analyst,2024
J0010679,2020-03-22,Finance,Catalyst Labs,Enterprise (5000+),On-site,Senior (6-9 yrs),Bachelor's,229000,REST APIs|Docker|AWS,0,Informatics Engineering|Computer Science|Information Systems,3.15,Software Engineer,2020
J0010680,2022-02-06,Logistics,Pinnacle Labs,Large (1001-5000),On-site,Entry (0-2 yrs),Bachelor's,118000,AWS|REST APIs|SQL|Docker,0,Information Systems|Informatics Engineering,3.23,Backend Developer,2022
J0010681,2021-11-10,Tech,Nova Labs,Startup (1-50),Hybrid,Senior (6-9 yrs),Master's,211000,Python|Airflow|SQL|Kafka|AWS,1,Informatics Engineering|Statistics,3.38,Data Engineer,2021
J0010682,2024-03-11,Finance,Apex Inc,Large (1001-5000),On-site,Entry (0-2 yrs),High School,54000,Google Ads|SEO|CRM|A/B Testing,0,Law|Management,3.76,Marketing Manager,2024
J0010683,2022-09-16,Manufacturing,Synergy Labs,Startup (1-50),Hybrid,Senior (6-9 yrs),Master's,155000,Analytics|Content Strategy|A/B Testing,0,Electrical Engineering|Mechanical Engineering|Industrial Engineering,3.2,Marketing Manager,2022
J0010684,2020-01-09,Government,Vertex Digital,Large (1001-5000),On-site,Mid (3-5 yrs),Master's,100000,A/B Testing|SEO|Google Ads|Digital Marketing,0,Management|Law,3.59,Marketing Manager,2020
J0010685,2021-02-19,Tech,Meridian Solutions,Large (1001-5000),Hybrid,Entry (0-2 yrs),Master's,196000,Kubernetes|Terraform|Cost Optimization,1,Information Systems|Informatics Engineering,3.35,Cloud Architect,2021
J0010686,2020-09-05,E-commerce,Quantum Analytics,Large (1001-5000),On-site,Lead (10-15 yrs),Bootcamp,144000,Tableau|Agile|Stakeholder Management,0,Statistics,3.24,Business Analyst,2020
J0010687,2022-11-26,Retail,Meridian Solutions,Startup (1-50),On-site,Mid (3-5 yrs),PhD,121000,CRM|Google Ads|Content Strategy|Analytics|Digital Marketing|SEO,0,Psychology,3.36,Marketing Manager,2022
J0010688,2024-09-20,Retail,Pioneer Solutions,Enterprise (5000+),Hybrid,Lead (10-15 yrs),Master's,237000,Employment Law|Talent Acquisition|Compensation|HRIS,0,Management|Psychology,3.06,HR Manager,2024
J0010689,2022-08-10,Government,Pioneer Systems,Small (51-200),On-site,Entry (0-2 yrs),Master's,135000,AWS|SQL|Airflow|Spark,0,Mathematics|Statistics,3.64,Data Engineer,2022
J0010690,2024-06-18,Healthcare,Meridian AI,Startup (1-50),Hybrid,Mid (3-5 yrs),Bachelor's,86000,Budgeting|Supply Chain|Lean|Process Improvement|Six Sigma,0,Management|Psychology|Law,3.19,Operations Manager,2024
J0010691,2021-07-30,Education,Vanguard Labs,Enterprise (5000+),On-site,Entry (0-2 yrs),Master's,67000,Compensation|Performance Management|Employment Law|Talent Acquisition,0,Management|Psychology,3.58,HR Manager,2021
J0010692,2023-04-13,E-commerce,Meridian AI,Mid-size (201-1000),Hybrid,Entry (0-2 yrs),Bootcamp,58000,Requirements Gathering|SQL|Stakeholder Management|Agile|Excel,0,Mathematics,3.05,Business Analyst,2023
J0010693,2022-08-23,Tech,Stellar AI,Large (1001-5000),On-site,Mid (3-5 yrs),Master's,164000,REST APIs|Java|Git,1,Informatics Engineering|Computer Science|Information Systems,3.76,Software Engineer,2022
J0010694,2022-02-04,E-commerce,Pioneer Inc,Large (1001-5000),Remote,Senior (6-9 yrs),Bachelor's,196000,AWS|Kubernetes|PyTorch,0,Statistics|Mathematics|Informatics Engineering,3.15,Machine Learning Engineer,2022
J0010695,2024-05-10,Consulting,Synergy Labs,Large (1001-5000),Hybrid,Lead (10-15 yrs),Bachelor's,313000,Statistics|Derivatives|Python|Financial Modeling|C++|SQL,0,Statistics|Informatics Engineering,3.71,Quantitative Analyst,2024
J0010696,2022-03-28,Logistics,Meridian Systems,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Associate,253000,Kubernetes|AWS|CI/CD,0,Informatics Engineering|Computer Science,3.65,Senior Software Engineer,2022
J0010697,2022-08-27,Logistics,Vertex Solutions,Enterprise (5000+),On-site,Mid (3-5 yrs),Master's,196000,Spark|Airflow|Snowflake,0,Mathematics,3.77,Data Engineer,2022
J0010698,2021-01-15,E-commerce,Meridian Systems,Enterprise (5000+),Remote,Mid (3-5 yrs),Master's,133000,Compliance|Penetration Testing|Incident Response,0,Mathematics|Statistics|Informatics Engineering,3.38,Cybersecurity Analyst,2021
J0010699,2023-08-27,Education,Nova Labs,Startup (1-50),Remote,Mid (3-5 yrs),High School,52000,Compensation|Employment Law|Talent Acquisition,0,Law|Management,3.58,HR Manager,2023
J0010700,2021-04-22,Tech,Synergy Analytics,Enterprise (5000+),Hybrid,Executive (15+ yrs),Master's,255000,SEO|A/B Testing|Content Strategy|Google Ads,1,Law,3.3,Marketing Manager,2021
J0010701,2024-07-22,Media,Vertex Ventures,Small (51-200),Remote,Entry (0-2 yrs),Bachelor's,118000,R|C++|Statistics|Financial Modeling,0,Mathematics|Statistics,3.15,Quantitative Analyst,2024
J0010702,2021-08-31,Media,Horizon Systems,Mid-size (201-1000),Remote,Senior (6-9 yrs),Bachelor's,131000,Python|Docker|PostgreSQL,0,Computer Science|Informatics Engineering,3.35,Backend Developer,2021
J0010703,2021-04-13,E-commerce,Pioneer Solutions,Enterprise (5000+),On-site,Senior (6-9 yrs),Master's,416000,Docker|System Design|Python|CI/CD|Java|Microservices,0,Information Systems|Informatics Engineering,3.13,Senior Software Engineer,2021
J0010704,2022-03-27,Manufacturing,Stellar Digital,Large (1001-5000),Remote,Entry (0-2 yrs),Bachelor's,155000,GCP|Microservices|Terraform|Security|Azure,0,Computer Science|Information Systems,3.79,Cloud Architect,2022
J0010705,2022-08-05,Healthcare,Summit Digital,Large (1001-5000),On-site,Senior (6-9 yrs),Bachelor's,178000,Statistics|SQL|Tableau|Power BI|Data Visualization,0,Statistics,3.08,Data Analyst,2022
J0010706,2022-09-22,Healthcare,Meridian Partners,Small (51-200),On-site,Entry (0-2 yrs),Bachelor's,102000,Prototyping|Figma|Usability Testing|Design Thinking,0,Management|Administration,3.47,UX Designer,2022
J0010707,2021-04-12,Logistics,Pinnacle Technologies,Mid-size (201-1000),On-site,Mid (3-5 yrs),Bachelor's,89000,Budgeting|Lean|Data Analysis,0,Management,3.5,Operations Manager,2021
J0010708,2022-07-19,Media,Catalyst Partners,Small (51-200),Hybrid,Senior (6-9 yrs),PhD,229000,Figma|Design Thinking|Usability Testing|Adobe XD,0,Administration|Communication Science|Management,3.43,UX Designer,2022
J0010709,2024-07-12,Manufacturing,Atlas Ventures,Enterprise (5000+),Remote,Lead (10-15 yrs),Bachelor's,231000,Incident Response|Compliance|Python,0,Mathematics,3.53,Cybersecurity Analyst,2024
J0010710,2022-02-26,Consulting,Meridian Labs,Startup (1-50),Remote,Entry (0-2 yrs),Bachelor's,109000,AWS|GCP|Microservices|Cost Optimization,0,Computer Science|Informatics Engineering|Information Systems,3.09,Cloud Architect,2022
J0010711,2023-09-02,Tech,Summit Partners,Large (1001-5000),On-site,Senior (6-9 yrs),PhD,189000,Digital Marketing|Google Ads|Content Strategy|SEO|Analytics,1,Law|Psychology,3.44,Marketing Manager,2023
J0010712,2024-09-02,Retail,Pioneer Group,Small (51-200),On-site,Entry (0-2 yrs),Master's,101000,REST APIs|Docker|Redis|Java|SQL,0,Computer Science|Information Systems|Informatics Engineering,3.23,Backend Developer,2024
J0010713,2023-06-22,Consulting,Summit Corp,Mid-size (201-1000),Hybrid,Lead (10-15 yrs),Bachelor's,269000,Python|dbt|SQL,0,Mathematics|Statistics,3.75,Data Engineer,2023
J0010714,2023-01-19,Education,Synergy Systems,Large (1001-5000),Hybrid,Entry (0-2 yrs),Master's,81000,Python|SQL|Data Visualization,0,Informatics Engineering|Statistics,3.61,Data Analyst,2023
J0010715,2020-12-30,Retail,Atlas Technologies,Startup (1-50),On-site,Lead (10-15 yrs),Bachelor's,138000,SIEM|Incident Response|Penetration Testing|Python|Network Security,0,Informatics Engineering|Statistics|Mathematics,3.78,Cybersecurity Analyst,2020
J0010716,2021-02-07,Tech,Quantum Systems,Mid-size (201-1000),On-site,Mid (3-5 yrs),Bachelor's,196000,Agile|SQL|Roadmapping|A/B Testing|Product Strategy,1,Law|Management,3.03,Product Manager,2021
J0010717,2024-07-10,Education,Catalyst Ventures,Enterprise (5000+),On-site,Mid (3-5 yrs),Master's,130000,Tableau|Agile|SQL|Requirements Gathering,0,Statistics,3.23,Business Analyst,2024
J0010718,2024-03-21,Government,Nexus Labs,Small (51-200),Hybrid,Senior (6-9 yrs),Master's,241000,R|Financial Modeling|SQL,0,Statistics|Informatics Engineering|Mathematics,3.16,Quantitative Analyst,2024
J0010719,2021-09-01,Media,Pioneer Systems,Small (51-200),Hybrid,Mid (3-5 yrs),PhD,124000,Python|Tableau|SQL|R|Machine Learning,0,Informatics Engineering,3.01,Data Scientist,2021
J0010720,2023-08-26,Media,Pioneer Labs,Mid-size (201-1000),On-site,Mid (3-5 yrs),Bachelor's,147000,Prototyping|Design Thinking|User Research|Figma|Adobe XD|Usability Testing,0,Communication Science|Administration|Management,3.19,UX Designer,2023
J0010721,2020-09-11,Education,Nova Labs,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,106000,Statistics|Python|Power BI|Excel|SQL,0,Statistics|Mathematics,3.54,Data Analyst,2020
J0010722,2023-02-18,Finance,Nova Corp,Startup (1-50),Hybrid,Mid (3-5 yrs),Associate,158000,Product Strategy|Agile|Stakeholder Management|A/B Testing,0,Psychology|Law,3.18,Product Manager,2023
J0010723,2023-12-16,Logistics,Pioneer Systems,Mid-size (201-1000),On-site,Executive (15+ yrs),Bachelor's,198000,R|Statistics|Machine Learning|Spark|Python|SQL,0,Statistics|Informatics Engineering|Mathematics,3.41,Data Scientist,2023
J0010724,2020-09-22,Finance,Catalyst Solutions,Startup (1-50),On-site,Entry (0-2 yrs),Master's,55000,Power BI|Python|Excel|Statistics|Tableau|Data Visualization,0,Mathematics,3.71,Data Analyst,2020
J0010725,2023-10-21,Tech,Horizon Labs,Startup (1-50),On-site,Mid (3-5 yrs),PhD,157000,ERP|Process Improvement|Supply Chain|Six Sigma,1,Law|Psychology|Management,3.56,Operations Manager,2023
J0010726,2024-01-12,Finance,Catalyst Ventures,Enterprise (5000+),On-site,Mid (3-5 yrs),Bootcamp,113000,Budgeting|Lean|ERP|Process Improvement,0,Management|Psychology|Law,3.32,Operations Manager,2024
J0010727,2021-11-03,Finance,Nexus Solutions,Small (51-200),Remote,Lead (10-15 yrs),Bachelor's,195000,Statistics|Publications|Python,0,Communication Science|Administration|Management,3.3,Research Scientist,2021
J0010728,2024-06-17,Tech,Horizon Inc,Enterprise (5000+),Hybrid,Entry (0-2 yrs),Bachelor's,86000,Compliance|Network Security|Incident Response|SIEM,1,Statistics,3.36,Cybersecurity Analyst,2024
J0010729,2024-11-25,Media,Vertex Inc,Small (51-200),On-site,Mid (3-5 yrs),PhD,270000,R|Derivatives|Statistics|Python|SQL,0,Informatics Engineering|Statistics|Mathematics,3.14,Quantitative Analyst,2024
J0010730,2024-04-24,Logistics,Catalyst Partners,Small (51-200),On-site,Senior (6-9 yrs),Bachelor's,133000,Compensation|HRIS|Talent Acquisition|Performance Management,0,Law|Psychology|Management,3.51,HR Manager,2024
J0010731,2023-11-01,Manufacturing,Synergy Inc,Small (51-200),Hybrid,Senior (6-9 yrs),Bachelor's,186000,Tableau|SQL|Stakeholder Management|Requirements Gathering|Excel,0,Statistics|Informatics Engineering,3.29,Business Analyst,2023
J0010732,2021-03-05,Healthcare,Catalyst Group,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,152000,R|SQL|Spark|Python,0,Statistics|Mathematics|Informatics Engineering,3.68,Data Scientist,2021
J0010733,2024-09-12,Retail,Nova Inc,Large (1001-5000),Hybrid,Entry (0-2 yrs),Bachelor's,124000,Statistics|Python|Machine Learning|Research|Publications,0,Administration|Management|Communication Science,3.61,Research Scientist,2024
J0010734,2021-10-03,E-commerce,Apex Digital,Large (1001-5000),On-site,Entry (0-2 yrs),Bachelor's,85000,Supply Chain|Process Improvement|Data Analysis|Budgeting|Lean,0,Psychology|Management,3.49,Operations Manager,2021
J0010735,2022-10-18,Retail,Vertex Ventures,Small (51-200),On-site,Senior (6-9 yrs),Bachelor's,245000,A/B Testing|Product Strategy|Agile|Roadmapping|SQL,0,Law,3.29,Product Manager,2022
J0010736,2022-03-12,Education,Synergy Group,Small (51-200),Hybrid,Senior (6-9 yrs),PhD,233000,SQL|Snowflake|Python|Spark,0,Statistics|Informatics Engineering|Mathematics,3.17,Data Engineer,2022
J0010737,2023-08-14,Retail,Quantum AI,Small (51-200),Remote,Entry (0-2 yrs),PhD,128000,React|Git|TypeScript|HTML/CSS|JavaScript|Figma,0,Computer Science,3.62,Frontend Developer,2023
J0010738,2024-11-17,Retail,Synergy Ventures,Startup (1-50),Hybrid,Entry (0-2 yrs),Master's,85000,Git|JavaScript|REST APIs|Figma|TypeScript,0,Information Systems|Informatics Engineering|Computer Science,3.39,Frontend Developer,2024
J0010739,2023-12-19,Government,Summit AI,Small (51-200),On-site,Mid (3-5 yrs),Master's,136000,Statistics|Python|R|Research,0,Management|Communication Science,3.18,Research Scientist,2023
J0010740,2020-09-03,Consulting,Stellar Digital,Mid-size (201-1000),On-site,Entry (0-2 yrs),Bachelor's,67000,JavaScript|Figma|HTML/CSS,0,Informatics Engineering,3.16,Frontend Developer,2020
J0010741,2020-08-04,Retail,Catalyst Partners,Enterprise (5000+),Hybrid,Mid (3-5 yrs),Bachelor's,127000,SQL|Accounting|Power BI|Excel,0,Informatics Engineering|Mathematics,3.13,Financial Analyst,2020
J0010742,2021-01-17,Finance,Horizon Ventures,Small (51-200),Remote,Senior (6-9 yrs),Bachelor's,195000,Derivatives|SQL|Python|Statistics|Risk Management|Financial Modeling,0,Statistics|Mathematics|Informatics Engineering,3.62,Quantitative Analyst,2021
J0010743,2023-08-17,Logistics,Nova Technologies,Mid-size (201-1000),On-site,Executive (15+ yrs),Bachelor's,274000,R|SQL|Python|Spark,0,Informatics Engineering|Statistics|Mathematics,3.18,Data Scientist,2023
J0010744,2022-07-18,Logistics,Pioneer Solutions,Large (1001-5000),On-site,Mid (3-5 yrs),Master's,148000,CRM|SEO|Content Strategy,0,Management|Psychology|Law,3.42,Marketing Manager,2022
J0010745,2022-10-16,Government,Nova Partners,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Master's,240000,Python|Derivatives|Statistics|Risk Management,0,Mathematics|Statistics|Informatics Engineering,3.36,Quantitative Analyst,2022
J0010746,2020-09-15,Media,Vanguard Group,Small (51-200),On-site,Senior (6-9 yrs),Master's,120000,SQL|Stakeholder Management|Excel|Tableau|Requirements Gathering,0,Statistics|Informatics Engineering|Mathematics,3.46,Business Analyst,2020
J0010747,2022-11-08,Finance,Nexus Systems,Large (1001-5000),Hybrid,Senior (6-9 yrs),Master's,329000,Airflow|SQL|Snowflake|dbt|Kafka|Spark,0,Statistics,3.7,Data Engineer,2022
J0010748,2022-10-29,Government,Stellar Analytics,Startup (1-50),Hybrid,Executive (15+ yrs),Master's,275000,A/B Testing|Content Strategy|Google Ads|Analytics|SEO,0,Psychology|Management|Law,3.69,Marketing Manager,2022
J0010749,2020-01-25,Tech,Meridian Systems,Startup (1-50),On-site,Entry (0-2 yrs),Master's,82000,Java|SQL|Redis|Docker|AWS,1,Informatics Engineering|Information Systems|Computer Science,3.36,Backend Developer,2020
J0010750,2021-11-07,E-commerce,Apex Technologies,Mid-size (201-1000),Hybrid,Mid (3-5 yrs),Master's,88000,Data Visualization|Excel|Python|Power BI|Tableau|Statistics,0,Statistics,3.01,Data Analyst,2021
J0010751,2023-01-17,Media,Vanguard Systems,Mid-size (201-1000),Remote,Entry (0-2 yrs),PhD,106000,Docker|Linux|Git|Terraform|CI/CD,0,Information Systems|Computer Science|Informatics Engineering,3.34,DevOps Engineer,2023
J0010752,2023-08-08,Consulting,Vertex Digital,Large (1001-5000),On-site,Senior (6-9 yrs),Bachelor's,290000,A/B Testing|Agile|Product Strategy|Roadmapping,0,Law,3.48,Product Manager,2023
J0010753,2023-12-14,Logistics,Pinnacle Technologies,Startup (1-50),Hybrid,Mid (3-5 yrs),High School,124000,Security|Azure|Terraform|GCP|AWS|Kubernetes,0,Informatics Engineering|Information Systems|Computer Science,3.45,Cloud Architect,2023
J0010754,2023-08-21,Media,Nexus Corp,Mid-size (201-1000),On-site,Lead (10-15 yrs),Master's,182000,Statistics|Python|SQL|Data Visualization,0,Mathematics|Statistics|Informatics Engineering,3.52,Data Analyst,2023
J0010755,2022-05-26,Media,Summit Analytics,Mid-size (201-1000),On-site,Mid (3-5 yrs),Master's,124000,Compliance|Penetration Testing|Python,0,Statistics|Mathematics|Informatics Engineering,3.12,Cybersecurity Analyst,2022
J0010756,2022-07-27,Media,Vanguard Technologies,Enterprise (5000+),On-site,Entry (0-2 yrs),Bachelor's,96000,Airflow|Python|Kafka|Spark|AWS,0,Statistics|Mathematics|Informatics Engineering,3.52,Data Engineer,2022
J0010757,2021-09-03,E-commerce,Pinnacle Analytics,Enterprise (5000+),On-site,Entry (0-2 yrs),Bachelor's,85000,A/B Testing|Digital Marketing|CRM|Google Ads,0,Psychology,3.15,Marketing Manager,2021
J0010758,2020-10-15,Education,Nova Systems,Enterprise (5000+),On-site,Senior (6-9 yrs),Master's,246000,Python|Snowflake|Airflow|Spark|dbt,0,Statistics|Informatics Engineering,3.6,Data Engineer,2020
J0010759,2022-10-10,E-commerce,Catalyst Digital,Large (1001-5000),On-site,Lead (10-15 yrs),Master's,256000,Bloomberg|Accounting|Excel|FP&A|SQL,0,Informatics Engineering,3.27,Financial Analyst,2022
