job_id,post_date,year,month,industry,company,company_size,location,state,work_type,experience_level,experience_min_yrs,experience_max_yrs,education_required,salary_min,salary_max,salary_midpoint,skills_required,benefits,days_to_fill,applicant_count,seniority,is_tech_role,education_background,min_GPA_requirement,job_title
J0008106,2020-01-31,2020,1,Manufacturing,Quantum Ventures,Startup (1-50),"Washington, DC",DC,On-site,Senior (6-9 yrs),6,9,Master's,145000,193000,174000,R|Spark|Machine Learning,Flexible Hours|Unlimited PTO,32,39,Senior,0,Statistics|Informatics Engineering,3.48,Data Scientist
J0008107,2023-01-27,2023,1,Tech,Atlas Technologies,Startup (1-50),Remote,Remote,On-site,Mid (3-5 yrs),3,5,Bachelor's,82000,127000,109000,SQL|A/B Testing|Roadmapping|Product Strategy|Agile|Stakeholder Management,Health Insurance|Remote Work|Unlimited PTO|Learning Budget,13,127,Mid,1,Psychology|Law|Management,3.16,Product Manager
J0008108,2020-07-03,2020,7,Retail,Atlas Digital,Mid-size (201-1000),"Dallas, TX",TX,On-site,Entry (0-2 yrs),0,2,Bachelor's,48000,65000,57000,SEO|Google Ads|Content Strategy|Analytics|A/B Testing,Remote Work|Health Insurance|Unlimited PTO,13,408,Junior,0,Psychology,3.4,Marketing Manager
J0008109,2024-01-13,2024,1,E-commerce,Nova Digital,Mid-size (201-1000),"Seattle, WA",WA,On-site,Entry (0-2 yrs),0,2,Bootcamp,80000,115000,92000,SIEM|Penetration Testing|Python,Gym Membership|Flexible Hours|Remote Work,22,22,Junior,0,Mathematics,3.59,Cybersecurity Analyst
J0008110,2020-08-13,2020,8,Government,Quantum Corp,Mid-size (201-1000),"Atlanta, GA",GA,On-site,Senior (6-9 yrs),6,9,Bachelor's,114000,153000,134000,Penetration Testing|Compliance|Python,Unlimited PTO|Learning Budget,23,84,Senior,0,Statistics|Informatics Engineering|Mathematics,3.62,Cybersecurity Analyst
J0008111,2020-10-25,2020,10,Retail,Meridian Ventures,Large (1001-5000),"Atlanta, GA",GA,On-site,Executive (15+ yrs),15,20,Master's,218000,315000,277000,SQL|Product Strategy|Roadmapping|A/B Testing|Stakeholder Management|Agile,Gym Membership|Learning Budget|401k|Parental Leave,21,21,Executive,0,Management|Psychology|Law,3.4,Product Manager
J0008112,2022-06-04,2022,6,Finance,Vanguard Partners,Startup (1-50),"Austin, TX",TX,Hybrid,Mid (3-5 yrs),3,5,Master's,148000,209000,175000,Agile|A/B Testing|Roadmapping|SQL|Stakeholder Management,Remote Work|Learning Budget|Dental/Vision|Gym Membership|Stock Options,19,30,Mid,0,Law,3.24,Product Manager
J0008113,2024-03-09,2024,3,Logistics,Nexus Systems,Startup (1-50),"Seattle, WA",WA,Hybrid,Executive (15+ yrs),15,20,Bachelor's,181000,255000,220000,Power BI|Bloomberg|SQL|Accounting,Flexible Hours|Stock Options|Remote Work|Unlimited PTO|Dental/Vision,39,56,Executive,0,Informatics Engineering|Mathematics,3.78,Financial Analyst
J0008114,2023-06-04,2023,6,Education,Vertex Labs,Small (51-200),Remote,Remote,On-site,Senior (6-9 yrs),6,9,Master's,164000,213000,181000,Machine Learning|Research|TensorFlow,Health Insurance|Gym Membership|Flexible Hours,52,29,Senior,0,Administration,3.53,Research Scientist
J0008115,2021-04-24,2021,4,Media,Stellar Group,Small (51-200),"New York, NY",NY,Remote,Entry (0-2 yrs),0,2,Bachelor's,129000,169000,153000,Docker|Python|Java,Remote Work|Unlimited PTO,28,128,Junior,0,Information Systems,3.33,Senior Software Engineer
J0008116,2023-08-27,2023,8,Finance,Summit Partners,Startup (1-50),"New York, NY",NY,Hybrid,Entry (0-2 yrs),0,2,Bachelor's,63000,86000,77000,Excel|FP&A|Power BI|Bloomberg|SQL|Accounting,Remote Work|Unlimited PTO|Learning Budget,29,127,Junior,0,Informatics Engineering,3.22,Financial Analyst
J0008117,2024-01-09,2024,1,Government,Meridian Group,Mid-size (201-1000),"Denver, CO",CO,On-site,Senior (6-9 yrs),6,9,Bachelor's,126000,164000,144000,Prototyping|Adobe XD|Design Thinking|Usability Testing|User Research|Figma,Unlimited PTO|401k|Dental/Vision|Parental Leave,21,62,Senior,0,Administration,3.58,UX Designer
J0008118,2020-11-22,2020,11,Healthcare,Catalyst Analytics,Mid-size (201-1000),"Seattle, WA",WA,Remote,Entry (0-2 yrs),0,2,Bachelor's,73000,100000,89000,AWS|Kubernetes|Git|Docker|Linux|CI/CD,Stock Options|Remote Work|Gym Membership,47,61,Junior,0,Information Systems,3.19,DevOps Engineer
J0008119,2023-02-02,2023,2,Healthcare,Summit Analytics,Large (1001-5000),"Los Angeles, CA",CA,Remote,Lead (10-15 yrs),10,15,Bachelor's,207000,279000,244000,Figma|HTML/CSS|Git|React,Learning Budget|Stock Options|Parental Leave,14,77,Lead,0,Computer Science|Informatics Engineering,3.14,Frontend Developer
J0008120,2020-01-31,2020,1,Government,Atlas Systems,Large (1001-5000),"Seattle, WA",WA,Hybrid,Mid (3-5 yrs),3,5,Bachelor's,123000,184000,158000,R|TensorFlow|Statistics|Research|Python,Flexible Hours|Dental/Vision|Stock Options|Learning Budget,17,39,Mid,0,Communication Science|Administration|Management,3.42,Research Scientist
J0008121,2021-04-18,2021,4,Manufacturing,Vanguard Corp,Mid-size (201-1000),"Austin, TX",TX,On-site,Executive (15+ yrs),15,20,Bachelor's,195000,264000,217000,Figma|React|Git|TypeScript|REST APIs,Parental Leave|401k,18,97,Executive,0,Information Systems,3.23,Frontend Developer
J0008122,2022-04-18,2022,4,Government,Nexus Digital,Small (51-200),"Boston, MA",MA,Remote,Mid (3-5 yrs),3,5,PhD,109000,141000,125000,User Research|Design Thinking|Adobe XD|Prototyping,Parental Leave|401k,22,57,Mid,0,Management|Administration,3.5,UX Designer
J0008123,2021-06-04,2021,6,Logistics,Synergy Corp,Enterprise (5000+),"Denver, CO",CO,On-site,Senior (6-9 yrs),6,9,Bachelor's,168000,227000,205000,Python|R|Statistics|Research,Stock Options|Flexible Hours|Dental/Vision|Gym Membership,23,174,Senior,0,Administration|Communication Science|Management,3.09,Research Scientist
J0008124,2020-01-02,2020,1,Logistics,Apex Partners,Mid-size (201-1000),"San Francisco, CA",CA,On-site,Mid (3-5 yrs),3,5,Bachelor's,86000,107000,100000,Statistics|Data Visualization|Python|Excel,Unlimited PTO|Parental Leave|Health Insurance,11,40,Mid,0,Mathematics|Informatics Engineering|Statistics,3.52,Data Analyst
J0008125,2024-03-08,2024,3,Retail,Vertex Analytics,Enterprise (5000+),"Chicago, IL",IL,Remote,Senior (6-9 yrs),6,9,Bachelor's,122000,150000,139000,Bloomberg|Excel|SQL|FP&A|Power BI|Accounting,Unlimited PTO|Dental/Vision|Flexible Hours|Remote Work|Stock Options,33,247,Senior,0,Statistics|Informatics Engineering,3.23,Financial Analyst
J0008126,2022-11-07,2022,11,Finance,Synergy Group,Large (1001-5000),"Dallas, TX",TX,Remote,Lead (10-15 yrs),10,15,High School,129000,176000,149000,Git|HTML/CSS|JavaScript|REST APIs|React|TypeScript,Remote Work|Parental Leave|Dental/Vision,19,16,Lead,0,Computer Science,3.0,Frontend Developer
J0008127,2022-07-04,2022,7,Finance,Quantum Partners,Mid-size (201-1000),"Miami, FL",FL,Remote,Senior (6-9 yrs),6,9,Bootcamp,112000,140000,124000,Docker|PostgreSQL|Java,Learning Budget|Parental Leave,72,53,Senior,0,Information Systems,3.1,Backend Developer
J0008128,2021-08-13,2021,8,Healthcare,Vanguard Inc,Large (1001-5000),"Seattle, WA",WA,Hybrid,Mid (3-5 yrs),3,5,Bachelor's,148000,218000,186000,Cost Optimization|Kubernetes|Terraform|Azure|GCP,401k|Stock Options|Health Insurance,52,19,Mid,0,Informatics Engineering|Computer Science,3.75,Cloud Architect
J0008129,2023-05-29,2023,5,Finance,Nexus Solutions,Startup (1-50),"Washington, DC",DC,On-site,Senior (6-9 yrs),6,9,Master's,144000,185000,165000,Incident Response|Compliance|Python|Penetration Testing|Network Security,Unlimited PTO|Learning Budget,29,79,Senior,0,Statistics,3.69,Cybersecurity Analyst
J0008130,2022-02-28,2022,2,Government,Atlas Digital,Startup (1-50),"Boston, MA",MA,Remote,Mid (3-5 yrs),3,5,Bachelor's,98000,137000,119000,Redis|AWS|Docker|SQL,Remote Work|Gym Membership,16,37,Mid,0,Information Systems|Computer Science|Informatics Engineering,3.19,Backend Developer
J0008131,2021-03-12,2021,3,Consulting,Meridian Analytics,Large (1001-5000),"San Francisco, CA",CA,Remote,Entry (0-2 yrs),0,2,Master's,96000,147000,121000,Network Security|Penetration Testing|Incident Response|Compliance|Python|SIEM,Health Insurance|Remote Work|Learning Budget|Flexible Hours,12,31,Junior,0,Statistics|Informatics Engineering,3.62,Cybersecurity Analyst
J0008132,2024-07-12,2024,7,Consulting,Apex Group,Enterprise (5000+),"Chicago, IL",IL,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,138000,192000,165000,Financial Modeling|SQL|FP&A|Bloomberg,401k|Learning Budget|Health Insurance|Parental Leave|Gym Membership,10,306,Senior,0,Informatics Engineering|Mathematics,3.49,Financial Analyst
J0008133,2022-08-29,2022,8,Retail,Stellar Corp,Large (1001-5000),"Dallas, TX",TX,On-site,Senior (6-9 yrs),6,9,Master's,128000,172000,155000,Digital Marketing|A/B Testing|Content Strategy|CRM|SEO|Analytics,Unlimited PTO|401k,71,91,Senior,0,Psychology|Law|Management,3.78,Marketing Manager
J0008134,2024-12-31,2024,12,Manufacturing,Atlas Group,Large (1001-5000),Remote,Remote,On-site,Entry (0-2 yrs),0,2,Bachelor's,62000,84000,75000,A/B Testing|Content Strategy|Google Ads|CRM,Health Insurance|Learning Budget|Remote Work,65,114,Junior,0,Industrial Engineering,3.3,Marketing Manager
J0008135,2022-07-09,2022,7,Tech,Vertex Partners,Small (51-200),"New York, NY",NY,Hybrid,Senior (6-9 yrs),6,9,Master's,202000,272000,240000,A/B Testing|Product Strategy|Stakeholder Management|SQL|Agile,Stock Options|Flexible Hours|Gym Membership|Learning Budget,27,94,Senior,1,Law,3.55,Product Manager
J0008136,2020-04-07,2020,4,Finance,Quantum Inc,Mid-size (201-1000),"Chicago, IL",IL,On-site,Mid (3-5 yrs),3,5,Master's,110000,152000,131000,AWS|Python|Java,Stock Options|401k|Flexible Hours,20,124,Mid,0,Information Systems,3.05,Backend Developer
J0008137,2022-07-07,2022,7,Education,Summit Technologies,Startup (1-50),Remote,Remote,Remote,Lead (10-15 yrs),10,15,PhD,139000,216000,177000,Design Thinking|Adobe XD|Prototyping,Learning Budget|Parental Leave|401k|Unlimited PTO|Flexible Hours,15,106,Lead,0,Administration,3.32,UX Designer
J0008138,2021-12-28,2021,12,Finance,Vanguard Inc,Large (1001-5000),"Los Angeles, CA",CA,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,153000,221000,185000,Tableau|Statistics|Machine Learning,Unlimited PTO|Stock Options|Parental Leave|Gym Membership|Health Insurance,23,120,Senior,0,Mathematics|Statistics,3.77,Data Scientist
J0008139,2022-05-08,2022,5,Healthcare,Vanguard Group,Small (51-200),Remote,Remote,Hybrid,Senior (6-9 yrs),6,9,Bootcamp,175000,232000,203000,C++|Statistics|SQL|R,Remote Work|Dental/Vision,36,113,Senior,0,Informatics Engineering|Statistics,3.43,Quantitative Analyst
J0008140,2024-04-17,2024,4,Finance,Nexus Inc,Large (1001-5000),"Dallas, TX",TX,On-site,Entry (0-2 yrs),0,2,Bachelor's,93000,128000,109000,Docker|Kubernetes|Python,Health Insurance|Unlimited PTO|Gym Membership|Parental Leave|401k,12,86,Junior,0,Computer Science|Information Systems|Informatics Engineering,3.23,DevOps Engineer
J0008141,2021-11-07,2021,11,Finance,Stellar Technologies,Mid-size (201-1000),"Phoenix, AZ",AZ,On-site,Entry (0-2 yrs),0,2,Bachelor's,73000,101000,87000,A/B Testing|Agile|Stakeholder Management,Parental Leave|Flexible Hours|Learning Budget,18,39,Junior,0,Law,3.1,Product Manager
J0008142,2024-03-20,2024,3,Logistics,Atlas Labs,Mid-size (201-1000),"Portland, OR",OR,On-site,Mid (3-5 yrs),3,5,Bachelor's,128000,171000,145000,Stakeholder Management|Roadmapping|Product Strategy|SQL|Agile|A/B Testing,Flexible Hours|Learning Budget|Parental Leave,56,107,Mid,0,Psychology|Law,3.56,Product Manager
J0008143,2020-07-12,2020,7,Manufacturing,Quantum Digital,Mid-size (201-1000),"San Francisco, CA",CA,On-site,Entry (0-2 yrs),0,2,Bachelor's,106000,150000,128000,Roadmapping|A/B Testing|SQL,Parental Leave|Unlimited PTO|Dental/Vision|Remote Work|Health Insurance,17,51,Junior,0,Electrical Engineering,3.52,Product Manager
J0008144,2020-01-27,2020,1,Media,Summit Analytics,Mid-size (201-1000),"Portland, OR",OR,On-site,Mid (3-5 yrs),3,5,High School,75000,90000,86000,Terraform|CI/CD|Python|Kubernetes|Docker|AWS,Unlimited PTO|Stock Options|401k|Gym Membership|Parental Leave,11,148,Mid,0,Information Systems|Informatics Engineering,3.3,DevOps Engineer
J0008145,2022-09-08,2022,9,Retail,Meridian Ventures,Enterprise (5000+),"New York, NY",NY,Remote,Mid (3-5 yrs),3,5,Bachelor's,159000,216000,181000,Incident Response|Python|SIEM,Gym Membership|Dental/Vision|Remote Work|Unlimited PTO|Health Insurance,16,105,Mid,0,Statistics|Informatics Engineering,3.76,Cybersecurity Analyst
J0008146,2023-08-12,2023,8,Healthcare,Quantum Analytics,Startup (1-50),"Portland, OR",OR,Remote,Senior (6-9 yrs),6,9,Master's,113000,161000,137000,Figma|Usability Testing|Prototyping,Dental/Vision|Health Insurance|Learning Budget|Stock Options|Flexible Hours,19,194,Senior,0,Communication Science,3.02,UX Designer
J0008147,2020-09-17,2020,9,Finance,Horizon Partners,Mid-size (201-1000),"Boston, MA",MA,On-site,Entry (0-2 yrs),0,2,Bachelor's,85000,125000,105000,Stakeholder Management|SQL|A/B Testing,Gym Membership|Health Insurance|Flexible Hours|Unlimited PTO,21,22,Junior,0,Management|Psychology,3.24,Product Manager
J0008148,2024-01-14,2024,1,Media,Nexus Systems,Large (1001-5000),"Dallas, TX",TX,Hybrid,Mid (3-5 yrs),3,5,Bachelor's,123000,174000,140000,PyTorch|MLOps|Python,Stock Options|Parental Leave|Health Insurance|Remote Work,21,145,Mid,0,Mathematics|Informatics Engineering|Statistics,3.74,Machine Learning Engineer
J0008149,2022-09-15,2022,9,Logistics,Nova Analytics,Mid-size (201-1000),"San Francisco, CA",CA,Hybrid,Entry (0-2 yrs),0,2,Bootcamp,78000,108000,95000,SEO|Digital Marketing|Analytics|Google Ads|Content Strategy|A/B Testing,Learning Budget|Gym Membership|Health Insurance|401k|Parental Leave,31,104,Junior,0,Management|Psychology|Law,3.26,Marketing Manager
J0008150,2022-05-23,2022,5,Government,Atlas Labs,Startup (1-50),"New York, NY",NY,Remote,Entry (0-2 yrs),0,2,High School,76000,100000,89000,Kubernetes|AWS|Python,Parental Leave|Unlimited PTO|Flexible Hours|Remote Work,26,148,Junior,0,Computer Science,3.2,Software Engineer
J0008151,2021-04-01,2021,4,Consulting,Stellar Partners,Mid-size (201-1000),"San Francisco, CA",CA,On-site,Lead (10-15 yrs),10,15,Bachelor's,187000,238000,206000,Tableau|Excel|Agile|Stakeholder Management,Unlimited PTO|Stock Options|Remote Work,25,321,Lead,0,Informatics Engineering,3.43,Business Analyst
J0008152,2023-06-22,2023,6,E-commerce,Pioneer Solutions,Enterprise (5000+),"Austin, TX",TX,Hybrid,Senior (6-9 yrs),6,9,Master's,130000,192000,163000,SQL|Agile|Excel|Stakeholder Management|Tableau|Requirements Gathering,Learning Budget|Gym Membership|Stock Options,31,227,Senior,0,Mathematics|Statistics|Informatics Engineering,3.66,Business Analyst
J0008153,2023-08-25,2023,8,Healthcare,Apex Systems,Enterprise (5000+),"New York, NY",NY,On-site,Lead (10-15 yrs),10,15,Master's,273000,365000,304000,Usability Testing|User Research|Adobe XD,Remote Work|Stock Options|Unlimited PTO|Health Insurance|Parental Leave,16,76,Lead,0,Management|Communication Science,3.08,UX Designer
J0008154,2022-01-27,2022,1,Logistics,Apex AI,Startup (1-50),"San Francisco, CA",CA,Hybrid,Lead (10-15 yrs),10,15,Associate,147000,191000,169000,Compensation|HRIS|Performance Management,Unlimited PTO|Remote Work|Parental Leave|Dental/Vision,12,68,Lead,0,Psychology,3.75,HR Manager
J0008155,2020-10-05,2020,10,Tech,Vanguard Group,Mid-size (201-1000),Remote,Remote,On-site,Mid (3-5 yrs),3,5,Bachelor's,91000,117000,101000,Network Security|Compliance|Incident Response|Python|SIEM|Penetration Testing,Health Insurance|Learning Budget|401k,18,214,Mid,1,Mathematics,3.64,Cybersecurity Analyst
J0008156,2023-03-05,2023,3,Logistics,Nova Digital,Large (1001-5000),"Portland, OR",OR,On-site,Lead (10-15 yrs),10,15,Bachelor's,173000,240000,202000,Lean|ERP|Six Sigma|Process Improvement|Supply Chain,Health Insurance|Parental Leave|Unlimited PTO|Dental/Vision,61,26,Lead,0,Psychology,3.15,Operations Manager
J0008157,2024-03-22,2024,3,Education,Atlas Solutions,Enterprise (5000+),"Denver, CO",CO,Hybrid,Lead (10-15 yrs),10,15,Master's,161000,204000,182000,HRIS|Talent Acquisition|Employment Law|Compensation|Performance Management,Learning Budget|Remote Work|Stock Options|Parental Leave|401k,33,137,Lead,0,Psychology|Management,3.57,HR Manager
J0008158,2022-06-16,2022,6,Education,Stellar Labs,Mid-size (201-1000),"Miami, FL",FL,Remote,Entry (0-2 yrs),0,2,Master's,84000,115000,106000,TensorFlow|PyTorch|Docker|Python,Remote Work|Stock Options,42,57,Junior,0,Mathematics|Statistics|Informatics Engineering,3.31,Machine Learning Engineer
J0008159,2022-03-28,2022,3,Media,Apex Inc,Mid-size (201-1000),"Seattle, WA",WA,On-site,Senior (6-9 yrs),6,9,Master's,222000,315000,263000,AWS|MLOps|TensorFlow|Kubernetes|PyTorch,Remote Work|Flexible Hours|Unlimited PTO,27,46,Senior,0,Informatics Engineering,3.32,Machine Learning Engineer
J0008160,2021-09-04,2021,9,Consulting,Meridian Partners,Mid-size (201-1000),"Miami, FL",FL,Hybrid,Senior (6-9 yrs),6,9,Bootcamp,127000,181000,150000,AWS|Linux|Python|Git|Docker|CI/CD,Flexible Hours|Health Insurance|Gym Membership|Unlimited PTO,15,22,Senior,0,Information Systems|Computer Science|Informatics Engineering,3.63,DevOps Engineer
J0008161,2022-06-23,2022,6,Healthcare,Nova Inc,Enterprise (5000+),"Washington, DC",DC,On-site,Entry (0-2 yrs),0,2,PhD,131000,169000,141000,TypeScript|Figma|REST APIs|React,Health Insurance|Parental Leave,32,283,Junior,0,Informatics Engineering|Computer Science|Information Systems,3.77,Frontend Developer
J0008162,2022-03-21,2022,3,E-commerce,Catalyst Ventures,Mid-size (201-1000),"San Francisco, CA",CA,Remote,Mid (3-5 yrs),3,5,Bachelor's,121000,174000,149000,Prototyping|Figma|User Research|Design Thinking,Unlimited PTO|Stock Options|401k,13,44,Mid,0,Communication Science|Management,3.1,UX Designer
J0008163,2021-10-16,2021,10,E-commerce,Synergy Systems,Mid-size (201-1000),"Dallas, TX",TX,Hybrid,Lead (10-15 yrs),10,15,Bachelor's,201000,257000,229000,AWS|MLOps|Python,Stock Options|401k|Dental/Vision,24,250,Lead,0,Informatics Engineering|Mathematics,3.34,Machine Learning Engineer
J0008164,2022-12-15,2022,12,Media,Nexus AI,Startup (1-50),Remote,Remote,Hybrid,Senior (6-9 yrs),6,9,Master's,178000,256000,221000,MLOps|Kubernetes|Docker|PyTorch|Spark,Health Insurance|Flexible Hours|Dental/Vision,21,74,Senior,0,Mathematics,3.38,Machine Learning Engineer
J0008165,2024-07-16,2024,7,Finance,Pinnacle Systems,Enterprise (5000+),"Seattle, WA",WA,Remote,Entry (0-2 yrs),0,2,Bachelor's,92000,137000,118000,JavaScript|HTML/CSS|REST APIs|Figma,Remote Work|Flexible Hours,52,79,Junior,0,Information Systems|Informatics Engineering|Computer Science,3.3,Frontend Developer
J0008166,2022-10-25,2022,10,Finance,Nexus Systems,Enterprise (5000+),"San Francisco, CA",CA,Remote,Entry (0-2 yrs),0,2,Bachelor's,180000,231000,210000,Cost Optimization|Terraform|GCP|Kubernetes,Flexible Hours|Health Insurance,21,215,Junior,0,Informatics Engineering|Information Systems,3.29,Cloud Architect
J0008167,2020-06-17,2020,6,Education,Pioneer Ventures,Small (51-200),"Portland, OR",OR,On-site,Entry (0-2 yrs),0,2,Bachelor's,95000,126000,116000,Microservices|Terraform|AWS|Kubernetes|Security|GCP,Unlimited PTO|Flexible Hours|Dental/Vision,21,64,Junior,0,Informatics Engineering|Computer Science,3.04,Cloud Architect
J0008168,2022-02-25,2022,2,Healthcare,Nova Group,Startup (1-50),"Seattle, WA",WA,Hybrid,Senior (6-9 yrs),6,9,Master's,133000,179000,160000,Supply Chain|ERP|Lean|Six Sigma|Process Improvement,Remote Work|Parental Leave|Gym Membership|Learning Budget|Stock Options,37,44,Senior,0,Management|Psychology,3.55,Operations Manager
J0008169,2021-01-17,2021,1,Media,Summit Partners,Startup (1-50),"Boston, MA",MA,On-site,Entry (0-2 yrs),0,2,Master's,115000,160000,134000,Spark|AWS|Docker|PyTorch|TensorFlow|Python,Unlimited PTO|401k|Stock Options|Learning Budget,30,343,Junior,0,Mathematics,3.35,Machine Learning Engineer
J0008170,2023-08-19,2023,8,Finance,Summit Corp,Mid-size (201-1000),"San Francisco, CA",CA,Hybrid,Mid (3-5 yrs),3,5,Master's,145000,208000,179000,Figma|REST APIs|JavaScript,Unlimited PTO|Parental Leave|Dental/Vision|Stock Options|Learning Budget,44,172,Mid,0,Computer Science,3.16,Frontend Developer
J0008171,2023-04-01,2023,4,Healthcare,Stellar Digital,Large (1001-5000),"San Francisco, CA",CA,On-site,Mid (3-5 yrs),3,5,PhD,170000,218000,189000,ERP|Lean|Supply Chain|Process Improvement|Six Sigma|Data Analysis,Learning Budget|Remote Work|Gym Membership|401k|Parental Leave,37,618,Mid,0,Psychology|Law|Management,3.65,Operations Manager
J0008172,2022-05-09,2022,5,Consulting,Horizon AI,Large (1001-5000),"Miami, FL",FL,On-site,Senior (6-9 yrs),6,9,Master's,241000,340000,292000,Terraform|GCP|Security|Kubernetes|Microservices|Azure,401k|Unlimited PTO|Health Insurance|Stock Options|Remote Work,36,99,Senior,0,Information Systems,3.64,Cloud Architect
J0008173,2020-04-16,2020,4,E-commerce,Vanguard Analytics,Mid-size (201-1000),Remote,Remote,Remote,Senior (6-9 yrs),6,9,PhD,113000,151000,127000,Adobe XD|Figma|Design Thinking|Prototyping|Usability Testing,Parental Leave|Flexible Hours|Health Insurance|Learning Budget|Remote Work,52,50,Senior,0,Management|Communication Science|Administration,3.39,UX Designer
J0008174,2022-07-07,2022,7,Healthcare,Nexus Analytics,Enterprise (5000+),"Denver, CO",CO,Hybrid,Mid (3-5 yrs),3,5,Master's,91000,123000,106000,Tableau|Excel|Agile|Requirements Gathering|SQL|Stakeholder Management,Dental/Vision|Learning Budget|Parental Leave|401k,27,230,Mid,0,Mathematics,3.24,Business Analyst
J0008175,2023-04-21,2023,4,Consulting,Nexus AI,Small (51-200),"Phoenix, AZ",AZ,Hybrid,Entry (0-2 yrs),0,2,Bachelor's,66000,101000,85000,Kubernetes|Python|AWS|REST APIs|Docker|SQL,Gym Membership|401k|Dental/Vision,18,91,Junior,0,Information Systems|Informatics Engineering,3.51,Software Engineer
J0008176,2024-12-02,2024,12,Finance,Pioneer Inc,Large (1001-5000),"New York, NY",NY,On-site,Senior (6-9 yrs),6,9,Bachelor's,123000,184000,156000,Employment Law|Talent Acquisition|Compensation|Performance Management,Stock Options|Gym Membership,10,63,Senior,0,Psychology|Law,3.23,HR Manager
J0008177,2021-10-17,2021,10,Finance,Pinnacle Solutions,Mid-size (201-1000),"San Francisco, CA",CA,Hybrid,Mid (3-5 yrs),3,5,Master's,146000,190000,167000,Compliance|Incident Response|Network Security|SIEM,401k|Health Insurance,8,72,Mid,0,Mathematics|Informatics Engineering,3.19,Cybersecurity Analyst
J0008178,2021-10-25,2021,10,Consulting,Catalyst Digital,Enterprise (5000+),"Austin, TX",TX,Remote,Lead (10-15 yrs),10,15,Bachelor's,123000,174000,148000,Adobe XD|Design Thinking|Usability Testing|Figma,Health Insurance|Flexible Hours|401k|Gym Membership,23,43,Lead,0,Management|Administration|Communication Science,3.58,UX Designer
J0008179,2020-05-11,2020,5,E-commerce,Horizon Corp,Small (51-200),"New York, NY",NY,On-site,Senior (6-9 yrs),6,9,Master's,136000,184000,168000,Excel|Tableau|Stakeholder Management|SQL|Requirements Gathering,Parental Leave|Gym Membership|Remote Work,13,25,Senior,0,Mathematics|Statistics|Informatics Engineering,3.03,Business Analyst
J0008180,2022-08-04,2022,8,Media,Pioneer Solutions,Startup (1-50),"Atlanta, GA",GA,Hybrid,Senior (6-9 yrs),6,9,Master's,99000,136000,116000,TypeScript|React|HTML/CSS|Git|Figma,Parental Leave|Remote Work|Dental/Vision,18,97,Senior,0,Computer Science|Informatics Engineering,3.08,Frontend Developer
J0008181,2023-04-29,2023,4,E-commerce,Pinnacle Digital,Enterprise (5000+),Remote,Remote,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,179000,259000,227000,Product Strategy|Stakeholder Management|SQL,Flexible Hours|Stock Options|Unlimited PTO,24,127,Senior,0,Management|Psychology|Law,3.01,Product Manager
J0008182,2021-11-08,2021,11,E-commerce,Apex Ventures,Startup (1-50),"Seattle, WA",WA,On-site,Mid (3-5 yrs),3,5,Master's,166000,234000,203000,Financial Modeling|Python|R,Flexible Hours|Stock Options|Gym Membership|Health Insurance|Learning Budget,13,421,Mid,0,Statistics,3.12,Quantitative Analyst
J0008183,2023-09-19,2023,9,E-commerce,Horizon Ventures,Mid-size (201-1000),Remote,Remote,On-site,Senior (6-9 yrs),6,9,Bachelor's,114000,148000,134000,Stakeholder Management|Agile|Requirements Gathering,Stock Options|Learning Budget|Flexible Hours|Gym Membership,74,81,Senior,0,Statistics,3.06,Business Analyst
J0008184,2020-08-20,2020,8,Media,Vertex Analytics,Enterprise (5000+),"Washington, DC",DC,Hybrid,Mid (3-5 yrs),3,5,Master's,113000,149000,139000,Statistics|Tableau|TensorFlow|Python,Dental/Vision|Remote Work|Flexible Hours|Parental Leave,19,52,Mid,0,Informatics Engineering|Mathematics,3.8,Data Scientist
J0008185,2021-11-25,2021,11,E-commerce,Pioneer Technologies,Enterprise (5000+),"San Francisco, CA",CA,Hybrid,Entry (0-2 yrs),0,2,Associate,91000,121000,108000,Git|React|JavaScript|Figma|TypeScript|REST APIs,401k|Dental/Vision|Gym Membership,46,30,Junior,0,Computer Science|Informatics Engineering|Information Systems,3.23,Frontend Developer
J0008186,2022-04-11,2022,4,Manufacturing,Quantum Ventures,Enterprise (5000+),"Washington, DC",DC,On-site,Mid (3-5 yrs),3,5,Bachelor's,90000,127000,108000,FP&A|Financial Modeling|Bloomberg|SQL|Excel,Remote Work|401k|Learning Budget,10,313,Mid,0,Statistics|Informatics Engineering,3.12,Financial Analyst
J0008187,2021-11-25,2021,11,Consulting,Pinnacle Inc,Startup (1-50),"Los Angeles, CA",CA,Remote,Senior (6-9 yrs),6,9,High School,104000,130000,118000,JavaScript|Git|Figma,Remote Work|Dental/Vision|Unlimited PTO,8,67,Senior,0,Computer Science,3.19,Frontend Developer
J0008188,2020-02-08,2020,2,Retail,Vanguard AI,Mid-size (201-1000),"Portland, OR",OR,On-site,Mid (3-5 yrs),3,5,Master's,115000,158000,132000,Python|PostgreSQL|Redis|Java|SQL|AWS,Flexible Hours|Unlimited PTO|401k,64,66,Mid,0,Information Systems,3.75,Backend Developer
